Date,State,Margin,Dem Probability,Rep Probability,Dem Polling,Rep Polling,Polling Avg,Fundamentals,Polling Weight,Fundamentals Weight,Dem. Pct.,Rep. Pct.
2025-05-01,NJ,7.97335327094597,68.6174705680386,31.3825294319614,0,0,7.97335327094597,7.80676806378163,0,1,53.986676635473,46.013323364527
2025-05-02,NJ,7.84998972226721,68.35049204933,31.64950795067,0,0,7.84998972226721,7.80761281898179,0,1,53.9249948611336,46.0750051388664
2025-05-03,NJ,7.74494035241945,68.122347146673,31.877652853327,0,0,7.74494035241945,7.80802464696591,0,1,53.8724701762097,46.1275298237903
2025-05-04,NJ,7.98941695316656,68.6510906144853,31.3489093855147,0,0,7.98941695316656,7.80811219111206,0,1,53.9947084765833,46.0052915234167
2025-05-05,NJ,7.75410837239356,68.1415752189725,31.8584247810275,0,0,7.75410837239356,7.80820060159356,0,1,53.8770541861968,46.1229458138032
2025-05-06,NJ,7.61391251402465,67.8362312548488,32.1637687451512,0,0,7.61391251402465,7.74528382346436,0,1,53.8069562570123,46.1930437429877
2025-05-07,NJ,7.74481443591696,68.1206996653746,31.8793003346254,0,0,7.74481443591696,7.78928290539921,0,1,53.8724072179585,46.1275927820415
2025-05-08,NJ,7.86515353061414,68.3812331432544,31.6187668567456,0,0,7.86515353061414,7.78922606865116,0,1,53.9325767653071,46.0674232346929
2025-05-09,NJ,7.75456288841636,68.1411591639392,31.8588408360608,0,0,7.75456288841636,7.78665898860045,0,1,53.8772814442082,46.1227185557918
2025-05-10,NJ,7.82738537919545,68.298731813073,31.701268186927,0,0,7.82738537919545,7.84711172482641,0,1,53.9136926895977,46.0863073104023
2025-05-11,NJ,7.83142072035579,68.3071077928705,31.6928922071295,0,0,7.83142072035579,7.84720773627063,0,1,53.9157103601779,46.0842896398221
2025-05-12,NJ,7.98003627429621,68.6279615883445,31.3720384116555,0,0,7.98003627429621,7.84730470166493,0,1,53.9900181371481,46.0099818628519
2025-05-13,NJ,7.73204424009048,68.090798231539,31.909201768461,0,0,7.73204424009048,7.84253282139439,0,1,53.8660221200452,46.1339778799548
2025-05-14,NJ,7.69384017625192,68.0073908527467,31.9926091472533,0,0,7.69384017625192,7.84384216022588,0,1,53.846920088126,46.153079911874
2025-05-15,NJ,7.77519152043612,68.1837154053017,31.8162845946983,0,0,7.77519152043612,7.84394175141128,0,1,53.8875957602181,46.1124042397819
2025-05-16,NJ,7.88631262878944,68.424022796333,31.575977203667,0,0,7.88631262878944,7.84539757060889,0,1,53.9431563143947,46.0568436856053
2025-05-17,NJ,7.94681295301182,68.5543476777559,31.4456523222441,0,0,7.94681295301182,7.84549918994419,0,1,53.9734064765059,46.0265935234941
2025-05-18,NJ,7.82841326364866,68.2979284778503,31.7020715221497,0,0,7.82841326364866,7.84560182045793,0,1,53.9142066318243,46.0857933681757
2025-05-19,NJ,7.76284067013745,68.1553647632101,31.8446352367899,0,0,7.76284067013745,7.84664150844176,0,1,53.8814203350687,46.1185796649313
2025-05-20,NJ,7.90028981542858,68.4526554069318,31.5473445930682,0,0,7.90028981542858,7.83179028880301,0,1,53.9501449077143,46.0498550922857
2025-05-21,NJ,7.73559251859504,68.0954128941288,31.9045871058712,0,0,7.73559251859504,7.83268864138194,0,1,53.8677962592975,46.1322037407025
2025-05-22,NJ,7.87101694649649,68.3885403703663,31.6114596296337,0,0,7.87101694649649,7.83101965548738,0,1,53.9355084732483,46.0644915267518
2025-05-23,NJ,7.85705673718366,68.3579217015814,31.6420782984186,0,0,7.85705673718366,7.83112699254329,0,1,53.9285283685918,46.0714716314082
2025-05-24,NJ,7.92949184830962,68.5140921529826,31.4859078470174,0,0,7.92949184830962,7.83123539740417,0,1,53.9647459241548,46.0352540758452
2025-05-25,NJ,7.96991514281002,68.6009075400447,31.3990924599553,0,0,7.96991514281002,7.83134488063582,0,1,53.984957571405,46.015042428595
2025-05-26,NJ,7.77420518986797,68.1771546702306,31.8228453297694,0,0,7.77420518986797,7.83145544894895,0,1,53.887102594934,46.112897405066
2025-05-27,NJ,7.84380272901324,68.3275415604111,31.6724584395889,0,0,7.84380272901324,7.83156712103685,0,1,53.9219013645066,46.0780986354934
2025-05-28,NJ,7.7802142758496675,68.18889570681532,31.811104293184684,0,0,N/A,7.83179380827923,0,1,53.890107137924836,46.109892862075164
2025-05-29,NJ,7.88730511760127,68.42033486868286,31.579665131317142,0,0,N/A,7.809570251898527,0,1,53.943652558800636,46.056347441199364
2025-05-30,NJ,8.64748585154499,70.04463136765898,29.95536863234102,0,0,N/A,8.561979194131254,0,1,54.32374292577249,45.67625707422751
2025-05-31,NJ,8.448102744550354,69.62168024800994,30.378319751990063,0,0,N/A,8.562066666904771,0,1,54.22405137227518,45.77594862772482
2025-06-01,NJ,8.449338829170236,69.62382568147932,30.376174318520683,0,0,N/A,8.56215501016915,0,1,54.224669414585115,45.775330585414885
2025-06-02,NJ,8.533197848039471,69.80182525688711,30.198174743112887,0,0,N/A,8.577887519293485,0,1,54.26659892401973,45.73340107598027
2025-06-03,NJ,8.638816768784835,70.02434921172681,29.975650788273185,0,0,N/A,8.553182931932774,0,1,54.31940838439242,45.68059161560758
2025-06-04,NJ,8.72939250168651,70.21491705817198,29.785082941828023,0,0,N/A,8.553274404344908,0,1,54.36469625084325,45.63530374915675
2025-06-04,NJ,8.697390220129488,70.14747070931978,29.852529290680224,0,0,N/A,8.553274404344908,0,1,54.348695110064746,45.651304889935254
2025-06-05,NJ,8.616000671838293,69.97511757774278,30.02488242225722,0,0,N/A,8.553366787097843,0,1,54.30800033591915,45.69199966408085
2025-06-06,NJ,8.581274189917565,69.9011501924701,30.098849807529902,0,0,N/A,8.536976500805853,0,1,54.29063709495878,45.70936290504122
2025-06-07,NJ,8.624215418673266,69.99144901624676,30.00855098375324,0,0,N/A,8.694133132703694,0,1,54.31210770933663,45.68789229066337
2025-06-08,NJ,8.634773748456029,70.01323505354956,29.986764946450435,0,0,N/A,8.415448951196328,0,1,54.31738687422801,45.68261312577199
2025-06-09,NJ,8.456478865009544,69.63496549380861,30.365034506191392,0,0,N/A,8.491106891303334,0,1,54.22823943250477,45.77176056749523
2025-06-10,NJ,8.703837918263028,70.15791410577773,29.842085894222265,0,0,N/A,8.533450195839713,0,1,54.35191895913152,45.64808104086848
2025-06-11,NJ,9.439080652191066,71.68850530105595,28.311494698944045,50.95713081600001,38.042869184,12.914261632000013,8.727612533291849,0.15037659956057225,0.8496234004394277,54.71954032609553,45.28045967390447
